41,B,41,17.7,13.6,38.7,44.5,16,M
42,B,42,17.9,14.1,39.7,44.6,16.8,M
43,B,43,18,13.7,39.2,44.4,16.2,M
44,B,44,18.8,15.8,42.1,49,17.8,M
45,B,45,19.3,13.5,41.6,47.4,17.8,M
46,B,46,19.3,13.8,40.9,46.5,16.8,M
47,B,47,19.7,15.3,41.9,48.5,17.8,M
48,B,48,19.8,14.2,43.2,49.7,18.6,M
49,B,49,19.8,14.3,42.4,48.9,18.3,M
50,B,50,21.3,15.7,47.1,54.6,20,M
51,B,1,7.2,6.5,14.7,17.1,6.1,F
52,B,2,9,8.5,19.3,22.7,7.7,F
53,B,3,9.1,8.1,18.5,21.6,7.7,F
54,B,4,9.1,8.2,19.2,22.2,7.7,F
55,B,5,9.5,8.2,19.6,22.4,7.8,F
56,B,6,9.8,8.9,20.4,23.9,8.8,F
57,B,7,10.1,9.3,20.9,24.4,8.4,F
58,B,8,10.3,9.5,21.3,24.7,8.9,F
59,B,9,10.4,9.7,21.7,25.4,8.3,F
60,B,10,10.8,9.5,22.5,26.3,9.1,F
61,B,11,11,9.8,22.5,25.7,8.2,F
62,B,12,11.2,10,22.8,26.9,9.4,F
63,B,13,11.5,11,24.7,29.2,10.1,F
64,B,14,11.6,11,24.6,28.5,10.4,F
65,B,15,11.6,11.4,23.7,27.7,10,F
66,B,16,11.7,10.6,24.9,28.5,10.4,F
67,B,17,11.9,11.4,26,30.1,10.9,F
68,B,18,12,10.7,24.6,28.9,10.5,F
69,B,19,12,11.1,25.4,29.2,11,F
70,B,20,12.6,12.2,26.1,31.6,11.2,F
71,B,21,12.8,11.7,27.1,31.2,11.9,F
72,B,22,12.8,12.2,26.7,31.1,11.1,F
73,B,23,12.8,12.2,27.9,31.9,11.5,F
74,B,24,13,11.4,27.3,31.8,11.3,F
75,B,25,13.1,11.5,27.6,32.6,11.1,F
76,B,26,13.2,12.2,27.9,32.1,11.5,F
77,B,27,13.4,11.8,28.4,32.7,11.7,F
78,B,28,13.7,12.5,28.6,33.8,11.9,F
79,B,29,13.9,13,30,34.9,13.1,F
80,B,30,14.7,12.5,30.1,34.7,12.5,F
81,B,31,14.9,13.2,30.1,35.6,12,F
82,B,32,15,13.8,31.7,36.9,14,F
83,B,33,15,14.2,32.8,37.4,14,F
84,B,34,15.1,13.3,31.8,36.3,13.5,F
85,B,35,15.1,13.5,31.9,37,13.8,F
86,B,36,15.1,13.8,31.7,36.6,13,F
87,B,37,15.2,14.3,33.9,38.5,14.7,F
88,B,38,15.3,14.2,32.6,38.3,13.8,F
89,B,39,15.4,13.3,32.4,37.6,13.8,F
90,B,40,15.5,13.8,33.4,38.7,14.7,F
91,B,41,15.6,13.9,32.8,37.9,13.4,F
92,B,42,15.6,14.7,33.9,39.5,14.3,F
93,B,43,15.7,13.9,33.6,38.5,14.1,F
94,B,44,15.8,15,34.5,40.3,15.3,F
95,B,45,16.2,15.2,34.5,40.1,13.9,F
96,B,46,16.4,14,34.2,39.8,15.2,F
97,B,47,16.7,16.1,36.6,41.9,15.4,F
98,B,48,17.4,16.9,38.2,44.1,16.6,F
99,B,49,17.5,16.7,38.6,44.5,17,F
100,B,50,19.2,16.5,40.9,47.9,18.1,F
101,O,1,9.1,6.9,16.7,18.6,7.4,M
102,O,2,10.2,8.2,20.2,22.2,9,M
103,O,3,10.7,8.6,20.7,22.7,9.2,M
104,O,4,11.4,9,22.7,24.8,10.1,M
105,O,5,12.5,9.4,23.2,26,10.8,M
106,O,6,12.5,9.4,24.2,27,11.2,M
107,O,7,12.7,10.4,26,28.8,12.1,M
108,O,8,13.2,11,27.1,30.4,12.2,M
109,O,9,13.4,10.1,26.6,29.6,12,M
110,O,10,13.7,11,27.5,30.5,12.2,M
111,O,11,14,11.5,29.2,32.2,13.1,M
112,O,12,14.1,10.4,28.9,31.8,13.5,M
113,O,13,14.1,10.5,29.1,31.6,13.1,M
114,O,14,14.1,10.7,28.7,31.9,13.3,M
115,O,15,14.2,10.6,28.7,31.7,12.9,M
116,O,16,14.2,10.7,27.8,30.9,12.7,M
117,O,17,14.2,11.3,29.2,32.2,13.5,M
118,O,18,14.6,11.3,29.9,33.5,12.8,M
119,O,19,14.7,11.1,29,32.1,13.1,M
120,O,20,15.1,11.4,30.2,33.3,14,M
121,O,21,15.1,11.5,30.9,34,13.9,M
122,O,22,15.4,11.1,30.2,33.6,13.5,M
123,O,23,15.7,12.2,31.7,34.2,14.2,M
124,O,24,16.2,11.8,32.3,35.3,14.7,M
125,O,25,16.3,11.6,31.6,34.2,14.5,M
126,O,26,17.1,12.6,35,38.9,15.7,M
127,O,27,17.4,12.8,36.1,39.5,16.2,M
128,O,28,17.5,12,34.4,37.3,15.3,M
129,O,29,17.5,12.7,34.6,38.4,16.1,M
130,O,30,17.8,12.5,36,39.8,16.7,M
131,O,31,17.9,12.9,36.9,40.9,16.5,M
132,O,32,18,13.4,36.7,41.3,17.1,M
133,O,33,18.2,13.7,38.8,42.7,17.2,M
134,O,34,18.4,13.4,37.9,42.2,17.7,M
135,O,35,18.6,13.4,37.8,41.9,17.3,M
136,O,36,18.6,13.5,36.9,40.2,17,M
137,O,37,18.8,13.4,37.2,41.1,17.5,M
138,O,38,18.8,13.8,39.2,43.3,17.9,M
139,O,39,19.4,14.1,39.1,43.2,17.8,M
140,O,40,19.4,14.4,39.8,44.3,17.9,M
141,O,41,20.1,13.7,40.6,44.5,18,M
142,O,42,20.6,14.4,42.8,46.5,19.6,M
143,O,43,21,15,42.9,47.2,19.4,M
144,O,44,21.5,15.5,45.5,49.7,20.9,M
145,O,45,21.6,15.4,45.7,49.7,20.6,M
146,O,46,21.6,14.8,43.4,48.2,20.1,M
147,O,47,21.9,15.7,45.4,51,21.1,M
148,O,48,22.1,15.8,44.6,49.6,20.5,M
149,O,49,23,16.8,47.2,52.1,21.5,M
150,O,50,23.1,15.7,47.6,52.8,21.6,M
151,O,1,10.7,9.7,21.4,24,9.8,F
152,O,2,11.4,9.2,21.7,24.1,9.7,F
153,O,3,12.5,10,24.1,27,10.9,F
154,O,4,12.6,11.5,25,28.1,11.5,F
155,O,5,12.9,11.2,25.8,29.1,11.9,F
156,O,6,14,11.9,27,31.4,12.6,F
157,O,7,14,12.8,28.8,32.4,12.7,F
158,O,8,14.3,12.2,28.1,31.8,12.5,F
159,O,9,14.7,13.2,29.6,33.4,12.9,F
160,O,10,14.9,13,30,33.7,13.3,F
161,O,11,15,12.3,30.1,33.3,14,F
162,O,12,15.6,13.5,31.2,35.1,14.1,F
163,O,13,15.6,14,31.6,35.3,13.8,F
164,O,14,15.6,14.1,31,34.5,13.8,F
165,O,15,15.7,13.6,31,34.8,13.8,F
166,O,16,16.1,13.6,31.6,36,14,F
167,O,17,16.1,13.7,31.4,36.1,13.9,F
168,O,18,16.2,14,31.6,35.6,13.7,F
169,O,19,16.7,14.3,32.3,37,14.7,F
170,O,20,17.1,14.5,33.1,37.2,14.6,F
171,O,21,17.5,14.3,34.5,39.6,15.6,F
172,O,22,17.5,14.4,34.5,39,16,F
173,O,23,17.5,14.7,33.3,37.6,14.6,F
174,O,24,17.6,14,34,38.6,15.5,F
175,O,25,18,14.9,34.7,39.5,15.7,F
176,O,26,18,16.3,37.9,43,17.2,F
177,O,27,18.3,15.7,35.1,40.5,16.1,F
178,O,28,18.4,15.5,35.6,40,15.9,F
179,O,29,18.4,15.7,36.5,41.6,16.4,F
180,O,30,18.5,14.6,37,42,16.6,F
181,O,31,18.6,14.5,34.7,39.4,15,F
182,O,32,18.8,15.2,35.8,40.5,16.6,F
183,O,33,18.9,16.7,36.3,41.7,15.3,F
184,O,34,19.1,16,37.8,42.3,16.8,F
185,O,35,19.1,16.3,37.9,42.6,17.2,F
186,O,36,19.7,16.7,39.9,43.6,18.2,F
187,O,37,19.9,16.6,39.4,43.9,17.9,F
188,O,38,19.9,17.9,40.1,46.4,17.9,F
189,O,39,20,16.7,40.4,45.1,17.7,F
190,O,40,20.1,17.2,39.8,44.1,18.6,F
191,O,41,20.3,16,39.4,44.1,18,F
192,O,42,20.5,17.5,40,45.5,19.2,F
193,O,43,20.6,17.5,41.5,46.2,19.2,F
194,O,44,20.9,16.5,39.9,44.7,17.5,F
195,O,45,21.3,18.4,43.8,48.4,20,F
196,O,46,21.4,18,41.2,46.2,18.7,F
197,O,47,21.7,17.1,41.7,47.2,19.6,F
198,O,48,21.9,17.2,42.6,47.4,19.5,F
199,O,49,22.5,17.2,43,48.7,19.8,F
200,O,50,23.1,20.2,46.2,52.5,21.1,F
